,assignmentid,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_easy,is_view_dep
14168,27025,scene0030_00-bookshelf-5-20-17-18-19-68,the smaller bookshelf right next to the door,True,648,564,scene0030_00,bookshelf,20,"['the', 'smaller', 'bookshelf', 'right', 'next', 'to', 'the', 'door']",nr3d,True,True,True,False,True,False,True
14214,25717,scene0030_00-bookshelf-5-18-17-19-20-68,the long bookshelf near a window,True,648,215,scene0030_00,bookshelf,18,"['the', 'long', 'bookshelf', 'near', 'a', 'window']",nr3d,True,True,True,False,True,False,False
14285,34493,scene0030_00-table-5-49-47-48-50-51,The correct table is the one closest to the windows.,True,411,564,scene0030_00,table,49,"['the', 'correct', 'table', 'is', 'the', 'one', 'closest', 'to', 'the', 'windows']",nr3d,True,True,True,False,False,False,False
14299,29804,scene0378_00-desk-3-0-35-44,The desk closest to the door.,True,564,564,scene0378_00,desk,0,"['the', 'desk', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,False,False
14325,26230,scene0435_00-shoes-2-16-17,The grey bag on floor near the bed.,True,2,564,scene0435_00,shoes,16,"['the', 'grey', 'bag', 'on', 'floor', 'near', 'the', 'bed']",nr3d,False,True,True,True,False,True,False
14413,8576,scene0435_00-trash_can-2-58-32,The trash can is under the desk to the left of the chair.,True,75,339,scene0435_00,trash can,58,"['the', 'trash', 'can', 'is', 'under', 'the', 'desk', 'to', 'the', 'left', 'of', 'the', 'chair']",nr3d,True,True,True,False,False,True,True
14492,30435,scene0030_00-window-3-26-27-58,"the window is the one that is to the left of the others, close to the green chalkboard.",True,332,626,scene0030_00,window,26,"['the', 'window', 'is', 'the', 'one', 'that', 'is', 'to', 'the', 'left', 'of', 'the', 'others', 'close', 'to', 'the', 'green', 'chalkboard']",nr3d,True,True,True,True,False,False,True
14618,18857,scene0046_00-door-2-26-21,The door closest to the toilet.,True,564,67,scene0046_00,door,26,"['the', 'door', 'closest', 'to', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
14711,16415,scene0378_00-desk-3-44-0-35,The correct desk is the one in the middle of the other two.,True,411,564,scene0378_00,desk,44,"['the', 'correct', 'desk', 'is', 'the', 'one', 'in', 'the', 'middle', 'of', 'the', 'other', 'two']",nr3d,True,True,True,False,False,False,False
14712,5859,scene0030_00-bookshelf-5-19-17-18-20-68,The small bookshelf by the chalkboard and window,True,596,67,scene0030_00,bookshelf,19,"['the', 'small', 'bookshelf', 'by', 'the', 'chalkboard', 'and', 'window']",nr3d,True,True,True,False,True,False,False
14743,3721,scene0222_00-trash_can-3-34-16-17,blue and next to desk,True,155,290,scene0222_00,trash can,34,"['blue', 'and', 'next', 'to', 'desk']",nr3d,False,True,False,True,False,False,False
14766,7992,scene0435_00-door-3-18-13-21,Choose the picture that is across the hall from the bathroom door.,True,469,694,scene0435_00,door,18,"['choose', 'the', 'picture', 'that', 'is', 'across', 'the', 'hall', 'from', 'the', 'bathroom', 'door']",nr3d,True,True,True,False,False,False,True
14778,36262,scene0086_00-trash_can-2-14-13,The toilet paper dispenser below the paper towel dispenser located in wheelchair accessible stall,True,694,21,scene0086_00,trash can,14,"['the', 'toilet', 'paper', 'dispenser', 'below', 'the', 'paper', 'towel', 'dispenser', 'located', 'in', 'wheelchair', 'accessible', 'stall']",nr3d,False,True,True,False,False,True,False
14817,20619,scene0030_00-office_chair-3-2-0-1,Look at the two tables that have more chairs around it. One black chair in the center is slightly pulled out from the table. Choose the brown chair that is next to that black chair.,True,469,427,scene0030_00,office chair,2,"['look', 'at', 'the', 'two', 'tables', 'that', 'have', 'more', 'chairs', 'around', 'it', 'one', 'black', 'chair', 'in', 'the', 'center', 'is', 'slightly', 'pulled', 'out', 'from', 'the', 'table', 'choose', 'the', 'brown', 'chair', 'that', 'is', 'next', 'to', 'that', 'black', 'chair']",nr3d,False,True,True,True,False,False,False
14835,10629,scene0435_00-door-3-21-13-18,The correct door leads to the toilet and bathroom.,True,411,166,scene0435_00,door,21,"['the', 'correct', 'door', 'leads', 'to', 'the', 'toilet', 'and', 'bathroom']",nr3d,True,True,True,False,False,False,False
14890,34490,scene0030_00-book-3-24-23-25,The books in the middle next to the chalkboard,True,596,564,scene0030_00,book,24,"['the', 'books', 'in', 'the', 'middle', 'next', 'to', 'the', 'chalkboard']",nr3d,True,True,True,False,False,False,False
14925,5408,scene0030_00-table-5-51-47-48-49-50,A black object sits on this table,True,596,214,scene0030_00,table,51,"['a', 'black', 'object', 'sits', 'on', 'this', 'table']",nr3d,True,True,True,True,False,False,False
14944,5312,scene0389_00-bag-2-23-22,The bag nearest the curtains.,True,329,596,scene0389_00,bag,23,"['the', 'bag', 'nearest', 'the', 'curtains']",nr3d,True,True,True,False,False,True,False
14959,163,scene0435_00-picture-2-57-28,the picture is above the desk.,True,332,441,scene0435_00,picture,57,"['the', 'picture', 'is', 'above', 'the', 'desk']",nr3d,True,True,True,False,False,True,False
14978,27636,scene0435_00-bed-2-10-11,The correct bed is closer to the toilet.,True,411,308,scene0435_00,bed,10,"['the', 'correct', 'bed', 'is', 'closer', 'to', 'the', 'toilet']",nr3d,True,True,False,False,False,True,False
15086,36665,scene0222_00-bed-2-5-0,The bed next to the two windows.,True,344,132,scene0222_00,bed,5,"['the', 'bed', 'next', 'to', 'the', 'two', 'windows']",nr3d,True,True,False,False,False,True,False
15207,16663,scene0435_00-towel-2-34-30,Enter the bathroom. Pick the towel hanging from the shower. Do not pick the shower curtain.,True,384,440,scene0435_00,towel,34,"['enter', 'the', 'bathroom', 'pick', 'the', 'towel', 'hanging', 'from', 'the', 'shower', 'do', 'not', 'pick', 'the', 'shower', 'curtain']",nr3d,True,True,True,False,False,True,False
15339,2365,scene0378_00-cup-2-32-31,The cup with the red handle on the desk near the cup with the blue handle.,True,344,127,scene0378_00,cup,32,"['the', 'cup', 'with', 'the', 'red', 'handle', 'on', 'the', 'desk', 'near', 'the', 'cup', 'with', 'the', 'blue', 'handle']",nr3d,True,True,True,True,False,True,False
15345,7146,scene0086_00-paper_towel_dispenser-2-18-17,Locate the lower paper towel dispenser box.,True,308,283,scene0086_00,paper towel dispenser,18,"['locate', 'the', 'lower', 'paper', 'towel', 'dispenser', 'box']",nr3d,True,True,True,False,False,True,False
15528,16642,scene0086_00-door-2-8-9,It is the door closest to the toilets.,True,56,706,scene0086_00,door,8,"['it', 'is', 'the', 'door', 'closest', 'to', 'the', 'toilets']",nr3d,True,True,True,False,False,True,False
15712,32693,scene0030_00-window-3-58-26-27,This is a rectangular white object which seems to be protruding from the wall between the venetian blinds and above the piles of clothing.,True,51,579,scene0030_00,window,58,"['this', 'is', 'a', 'rectangular', 'white', 'object', 'which', 'seems', 'to', 'be', 'protruding', 'from', 'the', 'wall', 'between', 'the', 'venetian', 'blinds', 'and', 'above', 'the', 'piles', 'of', 'clothing']",nr3d,False,True,True,True,True,False,False
15763,10575,scene0378_00-cup-2-32-31,The cup that is not a solid color.,True,646,714,scene0378_00,cup,32,"['the', 'cup', 'that', 'is', 'not', 'a', 'solid', 'color']",nr3d,True,True,True,True,False,True,False
15765,2729,scene0378_00-bookshelf-2-37-38,The bookshelf in the corner near the desk,True,16,132,scene0378_00,bookshelf,37,"['the', 'bookshelf', 'in', 'the', 'corner', 'near', 'the', 'desk']",nr3d,True,True,True,False,False,True,False
15809,20354,scene0378_00-chair-2-43-42,The chair underneath the chalk board with no desk.,True,506,283,scene0378_00,chair,43,"['the', 'chair', 'underneath', 'the', 'chalk', 'board', 'with', 'no', 'desk']",nr3d,True,True,True,False,False,True,False
15858,2400,scene0222_00-chair-2-7-6,The computer desk chair that is more pushed in,True,668,386,scene0222_00,chair,7,"['the', 'computer', 'desk', 'chair', 'that', 'is', 'more', 'pushed', 'in']",nr3d,True,True,True,False,False,True,False
15867,32712,scene0435_00-shoes-2-17-16,The shoe box that is more in front of the door,True,16,440,scene0435_00,shoes,17,"['the', 'shoe', 'box', 'that', 'is', 'more', 'in', 'front', 'of', 'the', 'door']",nr3d,True,True,True,False,False,True,True
15869,3456,scene0030_00-window-3-58-26-27,The small window in the middle.,True,324,553,scene0030_00,window,58,"['the', 'small', 'window', 'in', 'the', 'middle']",nr3d,True,True,True,False,True,False,False
16189,3113,scene0011_00-table-2-17-2,The thin wooden table underneath the television and immediately to the left of the trash can.,True,591,440,scene0011_00,table,17,"['the', 'thin', 'wooden', 'table', 'underneath', 'the', 'television', 'and', 'immediately', 'to', 'the', 'left', 'of', 'the', 'trash', 'can']",nr3d,True,True,True,False,True,True,True
16231,25888,scene0378_00-desk-3-44-0-35,"The smallest desk, which is also the computer desk.",True,324,17,scene0378_00,desk,44,"['the', 'smallest', 'desk', 'which', 'is', 'also', 'the', 'computer', 'desk']",nr3d,True,True,False,False,True,False,False
16321,23252,scene0030_00-office_chair-3-0-1-2,the single chair closest to the chalkboard,True,67,17,scene0030_00,office chair,0,"['the', 'single', 'chair', 'closest', 'to', 'the', 'chalkboard']",nr3d,False,True,True,False,False,False,False
16335,32217,scene0086_00-toilet-2-7-6,toilet in the smaller stall.,True,94,17,scene0086_00,toilet,7,"['toilet', 'in', 'the', 'smaller', 'stall']",nr3d,True,True,False,False,True,True,False
16341,38800,scene0011_00-window-2-24-23,the window on the left near the fridge,True,67,268,scene0011_00,window,24,"['the', 'window', 'on', 'the', 'left', 'near', 'the', 'fridge']",nr3d,True,True,True,False,False,True,True
16344,10921,scene0030_00-table-5-49-47-48-50-51,The long table against the windows,True,175,627,scene0030_00,table,49,"['the', 'long', 'table', 'against', 'the', 'windows']",nr3d,True,True,True,False,True,False,False
16478,15020,scene0011_00-window-2-23-24,"If you are facing the windows, it is the one on the right.",True,56,706,scene0011_00,window,23,"['if', 'you', 'are', 'facing', 'the', 'windows', 'it', 'is', 'the', 'one', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,True
16495,7424,scene0378_00-office_chair-2-40-41,Chair facing more towards the office door,True,175,280,scene0378_00,office chair,40,"['chair', 'facing', 'more', 'towards', 'the', 'office', 'door']",nr3d,True,True,True,False,False,True,True
16554,41344,scene0435_00-towel-2-30-34,A white box on top of the toilet.,True,354,17,scene0435_00,towel,30,"['a', 'white', 'box', 'on', 'top', 'of', 'the', 'toilet']",nr3d,False,True,True,True,False,True,False
16582,21348,scene0378_00-chair-2-42-43,The chair at the dark brown desk that is in front of the light brown door.,True,667,440,scene0378_00,chair,42,"['the', 'chair', 'at', 'the', 'dark', 'brown', 'desk', 'that', 'is', 'in', 'front', 'of', 'the', 'light', 'brown', 'door']",nr3d,True,True,True,True,False,True,True
16593,28876,scene0030_00-blackboard-2-22-21,There are two chalkboards in this room. Find the one that does not have a clock above it.,True,29,132,scene0030_00,blackboard,22,"['there', 'are', 'two', 'chalkboards', 'in', 'this', 'room', 'find', 'the', 'one', 'that', 'does', 'not', 'have', 'a', 'clock', 'above', 'it']",nr3d,True,True,True,False,False,True,False
16600,14305,scene0086_00-rail-2-15-16,Directly to your left of the toilet,True,175,17,scene0086_00,rail,15,"['directly', 'to', 'your', 'left', 'of', 'the', 'toilet']",nr3d,False,True,True,False,False,True,True
16627,38100,scene0086_00-rail-2-15-16,"the rail on the wall, under the toilet paper holder",True,16,118,scene0086_00,rail,15,"['the', 'rail', 'on', 'the', 'wall', 'under', 'the', 'toilet', 'paper', 'holder']",nr3d,True,True,True,False,False,True,False
16744,20146,scene0435_00-lamp-2-38-50,The lamp between the beds,True,98,670,scene0435_00,lamp,38,"['the', 'lamp', 'between', 'the', 'beds']",nr3d,True,True,True,False,False,True,False
16802,26919,scene0011_00-table-2-17-2,smaller table against the wall,True,94,163,scene0011_00,table,17,"['smaller', 'table', 'against', 'the', 'wall']",nr3d,True,True,True,False,True,True,False
16827,3399,scene0389_00-door-2-7-12,white entry door with handle,True,534,17,scene0389_00,door,7,"['white', 'entry', 'door', 'with', 'handle']",nr3d,True,True,False,True,False,True,False
17066,14666,scene0222_00-bed-2-0-5,bed with dark/black blanket,True,534,30,scene0222_00,bed,0,"['bed', 'with', 'dark', 'black', 'blanket']",nr3d,True,True,False,True,False,True,False
17125,32935,scene0086_00-trash_can-2-13-14,trash can on the wall in the hand washing/sink area,True,534,132,scene0086_00,trash can,13,"['trash', 'can', 'on', 'the', 'wall', 'in', 'the', 'hand', 'washing', 'sink', 'area']",nr3d,True,True,True,False,False,True,False
17199,9025,scene0435_00-lamp-2-38-50,This lamp is between the two bed headboards.,True,295,714,scene0435_00,lamp,38,"['this', 'lamp', 'is', 'between', 'the', 'two', 'bed', 'headboards']",nr3d,True,True,True,False,False,True,False
17237,1952,scene0222_00-trash_can-3-17-16-34,The green box is the trashcan that is tan/grey in color. Not a recycling bin.,True,190,535,scene0222_00,trash can,17,"['the', 'green', 'box', 'is', 'the', 'trashcan', 'that', 'is', 'tan', 'grey', 'in', 'color', 'not', 'a', 'recycling', 'bin']",nr3d,True,True,True,True,False,False,False
17239,12505,scene0030_00-blackboard-2-21-22,With your back to the bookshelves and looking straight ahead you are looking dead at it. Long and rectangular and you write on it with chalk.,True,715,706,scene0030_00,blackboard,21,"['with', 'your', 'back', 'to', 'the', 'bookshelves', 'and', 'looking', 'straight', 'ahead', 'you', 'are', 'looking', 'dead', 'at', 'it', 'long', 'and', 'rectangular', 'and', 'you', 'write', 'on', 'it', 'with', 'chalk']",nr3d,False,True,True,False,True,True,True
17328,39411,scene0435_00-suitcase-2-60-63,on the floor near the window,True,534,553,scene0435_00,suitcase,60,"['on', 'the', 'floor', 'near', 'the', 'window']",nr3d,False,True,True,False,False,True,False
17495,29825,scene0389_00-chair-2-3-2,The chair is closest to the door into room,True,694,605,scene0389_00,chair,3,"['the', 'chair', 'is', 'closest', 'to', 'the', 'door', 'into', 'room']",nr3d,True,True,True,False,False,True,False
17516,16987,scene0435_00-lamp-2-38-50,The lamp between the two beds.,True,469,648,scene0435_00,lamp,38,"['the', 'lamp', 'between', 'the', 'two', 'beds']",nr3d,True,True,True,False,False,True,False
17562,37474,scene0086_00-trash_can-2-13-14,The trash can that is on the wall near the sinks.,True,646,553,scene0086_00,trash can,13,"['the', 'trash', 'can', 'that', 'is', 'on', 'the', 'wall', 'near', 'the', 'sinks']",nr3d,True,True,True,False,False,True,False
17598,21737,scene0222_00-chair-2-6-7,This chair is pulled out from its desk.,True,295,112,scene0222_00,chair,6,"['this', 'chair', 'is', 'pulled', 'out', 'from', 'its', 'desk']",nr3d,True,True,True,False,False,True,False
17649,166,scene0435_00-trash_can-2-58-32,the trash can under the desk near the television,True,67,296,scene0435_00,trash can,58,"['the', 'trash', 'can', 'under', 'the', 'desk', 'near', 'the', 'television']",nr3d,True,True,True,False,False,True,False
17713,37030,scene0030_00-office_chair-3-1-0-2,The black chair in the middle of the room,True,596,118,scene0030_00,office chair,1,"['the', 'black', 'chair', 'in', 'the', 'middle', 'of', 'the', 'room']",nr3d,False,True,True,True,False,False,False
17729,6010,scene0030_00-office_chair-3-1-0-2,"The blue office chair in the middle of the room, behind another chair.",True,618,505,scene0030_00,office chair,1,"['the', 'blue', 'office', 'chair', 'in', 'the', 'middle', 'of', 'the', 'room', 'behind', 'another', 'chair']",nr3d,True,True,True,True,False,False,True
17755,10844,scene0046_00-backpack-3-50-18-52,The backpack closest to the door.,True,501,505,scene0046_00,backpack,50,"['the', 'backpack', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,False,False
17765,23105,scene0389_00-backpack-2-18-27,"The bin furthest from the door, near the ironing board.",True,137,118,scene0389_00,backpack,18,"['the', 'bin', 'farthest', 'from', 'the', 'door', 'near', 'the', 'ironing', 'board']",nr3d,False,True,True,False,False,True,False
17845,29643,scene0086_00-trash_can-2-13-14,The correct trash can is closer to the sinks.,True,411,706,scene0086_00,trash can,13,"['the', 'correct', 'trash', 'can', 'is', 'closer', 'to', 'the', 'sinks']",nr3d,True,True,False,False,False,True,False
17857,31534,scene0086_00-paper_towel_dispenser-2-17-18,Choose the object with the plant growing out of it on top of the paper towel dispenser.,True,356,268,scene0086_00,paper towel dispenser,17,"['choose', 'the', 'object', 'with', 'the', 'plant', 'growing', 'out', 'of', 'it', 'on', 'top', 'of', 'the', 'paper', 'towel', 'dispenser']",nr3d,True,True,True,False,False,True,False
17903,601,scene0389_00-chair-2-2-3,the chair closest to the TV,True,570,132,scene0389_00,chair,2,"['the', 'chair', 'closest', 'to', 'the', 'tv']",nr3d,True,True,True,False,False,True,False
18089,19632,scene0086_00-sink-2-19-20,The sink closest to the toilets,True,570,650,scene0086_00,sink,19,"['the', 'sink', 'closest', 'to', 'the', 'toilets']",nr3d,True,True,True,False,False,True,False
18110,20681,scene0046_00-door-2-21-26,It is the blue door.,True,56,118,scene0046_00,door,21,"['it', 'is', 'the', 'blue', 'door']",nr3d,True,True,False,True,False,True,False
18159,17021,scene0086_00-sink-2-20-19,sink next to the plant,True,534,497,scene0086_00,sink,20,"['sink', 'next', 'to', 'the', 'plant']",nr3d,True,True,False,False,False,True,False
18205,19356,scene0389_00-bag-2-23-22,It is the bag closest to the radiator and door.,True,56,706,scene0389_00,bag,23,"['it', 'is', 'the', 'bag', 'closest', 'to', 'the', 'radiator', 'and', 'door']",nr3d,True,True,True,False,False,True,False
18238,11558,scene0030_00-book-3-25-23-24,Choose the very top shelf.,True,469,118,scene0030_00,book,25,"['choose', 'the', 'very', 'top', 'shelf']",nr3d,False,True,False,False,False,False,False
18256,9744,scene0378_00-office_chair-2-41-40,Its the brown chair pushed under the desk,True,596,714,scene0378_00,office chair,41,"['its', 'the', 'brown', 'chair', 'pushed', 'under', 'the', 'desk']",nr3d,True,True,True,True,False,True,False
18257,11587,scene0086_00-bathroom_stall_door-2-10-29,the stall door to the disabled bathroom,True,570,714,scene0086_00,bathroom stall door,10,"['the', 'stall', 'door', 'to', 'the', 'disabled', 'bathroom']",nr3d,True,True,True,False,False,True,False
18264,41326,scene0378_00-desk-3-35-0-44,the desk closest to the windows,True,570,30,scene0378_00,desk,35,"['the', 'desk', 'closest', 'to', 'the', 'windows']",nr3d,True,True,True,False,False,False,False
18313,6815,scene0046_00-shoes-2-49-48,Find the white sneakers that are closer to the desk chair.,True,597,605,scene0046_00,shoes,49,"['find', 'the', 'white', 'sneakers', 'that', 'are', 'closer', 'to', 'the', 'desk', 'chair']",nr3d,False,True,True,True,False,True,False
18329,23695,scene0378_00-desk-3-0-35-44,It is the desk closest to the door and furthest from the windows.,True,56,192,scene0378_00,desk,0,"['it', 'is', 'the', 'desk', 'closest', 'to', 'the', 'door', 'and', 'farthest', 'from', 'the', 'windows']",nr3d,True,True,True,False,False,False,False
18343,12257,scene0046_00-backpack-3-18-50-52,backpack nearest window.,True,175,132,scene0046_00,backpack,18,"['backpack', 'nearest', 'window']",nr3d,True,True,True,False,False,False,False
18351,30461,scene0030_00-bookshelf-5-17-18-19-20-68,first bookshelf to the left of the door.,True,94,132,scene0030_00,bookshelf,17,"['first', 'bookshelf', 'to', 'the', 'left', 'of', 'the', 'door']",nr3d,True,True,True,False,False,False,True
18460,35738,scene0222_00-pillow-2-20-19,pillow on the bed NOT next to the windows.,True,94,444,scene0222_00,pillow,20,"['pillow', 'on', 'the', 'bed', 'not', 'next', 'to', 'the', 'windows']",nr3d,True,True,True,False,False,True,False
18581,14424,scene0086_00-rail-2-16-15,the rail above the toilet,True,534,132,scene0086_00,rail,16,"['the', 'rail', 'above', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
18724,28411,scene0030_00-book-3-23-24-25,Look at the bookcase to the left of the blackboard.  Choose the books on the lowest level.,True,308,670,scene0030_00,book,23,"['look', 'at', 'the', 'bookcase', 'to', 'the', 'left', 'of', 'the', 'blackboard', 'choose', 'the', 'books', 'on', 'the', 'lowest', 'level']",nr3d,True,True,True,False,False,False,True
18753,2455,scene0378_00-bookshelf-2-38-37,Find the bookshelf that is beside the black file cabinet.,True,308,190,scene0378_00,bookshelf,38,"['find', 'the', 'bookshelf', 'that', 'is', 'beside', 'the', 'black', 'file', 'cabinet']",nr3d,True,True,True,True,False,True,False
18783,23453,scene0435_00-door-3-13-18-21,"The door is not the door to the bathroom or the door across from the bathroom. The door you are looking for is the door with the push handle that has a rectangular metal area where the handle is. If you were to walk in this door, the bathroom and the beds would be on your right as you could walk directly to the window and see the curtains.",True,480,190,scene0435_00,door,13,"['the', 'door', 'is', 'not', 'the', 'door', 'to', 'the', 'bathroom', 'or', 'the', 'door', 'across', 'from', 'the', 'bathroom', 'the', 'door', 'you', 'are', 'looking', 'for', 'is', 'the', 'door', 'with', 'the', 'push', 'handle', 'that', 'has', 'a', 'rectangular', 'metal', 'area', 'where', 'the', 'handle', 'is', 'if', 'you', 'were', 'to', 'walk', 'in', 'this', 'door', 'the', 'bathroom', 'and', 'the', 'beds', 'would', 'be', 'on', 'your', 'right', 'as', 'you', 'could', 'walk', 'directly', 'to', 'the', 'window', 'and', 'see', 'the', 'curtains']",nr3d,True,True,True,False,True,False,True
19000,16630,scene0086_00-toilet-2-6-7,It is the toilet in the larger stall.,True,56,132,scene0086_00,toilet,6,"['it', 'is', 'the', 'toilet', 'in', 'the', 'larger', 'stall']",nr3d,True,True,False,False,True,True,False
19011,3344,scene0222_00-trash_can-3-17-16-34,"the garbage can, not the recycling bin",True,67,670,scene0222_00,trash can,17,"['the', 'garbage', 'can', 'not', 'the', 'recycling', 'bin']",nr3d,True,True,False,False,False,False,False
19043,31373,scene0030_00-book-3-23-24-25,the lower option of the shelf,True,67,132,scene0030_00,book,23,"['the', 'lower', 'option', 'of', 'the', 'shelf']",nr3d,False,True,True,False,False,False,False
19080,23702,scene0378_00-desk-3-44-0-35,The computer desk with a computer monitor at the top,True,694,17,scene0378_00,desk,44,"['the', 'computer', 'desk', 'with', 'a', 'computer', 'monitor', 'at', 'the', 'top']",nr3d,True,True,True,False,False,False,False
19091,20318,scene0030_00-office_chair-3-0-1-2,Find the brown easy chair backed up against the blackboard.  The target chair is the black chair on the side of the table the blackboard is on that is closest to the brown easy chair.,True,32,706,scene0030_00,office chair,0,"['find', 'the', 'brown', 'easy', 'chair', 'backed', 'up', 'against', 'the', 'blackboard', 'the', 'target', 'chair', 'is', 'the', 'black', 'chair', 'on', 'the', 'side', 'of', 'the', 'table', 'the', 'blackboard', 'is', 'on', 'that', 'is', 'closest', 'to', 'the', 'brown', 'easy', 'chair']",nr3d,False,True,True,True,False,False,False
19225,23918,scene0435_00-picture-2-28-57,The picture above the toilet,True,596,118,scene0435_00,picture,28,"['the', 'picture', 'above', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
19257,19035,scene0222_00-window-2-29-28,window above the wooden desk.,True,94,118,scene0222_00,window,29,"['window', 'above', 'the', 'wooden', 'desk']",nr3d,True,True,True,False,False,True,False
19387,1905,scene0030_00-window-3-27-26-58,It is the window next to the bookshelves.,True,56,190,scene0030_00,window,27,"['it', 'is', 'the', 'window', 'next', 'to', 'the', 'bookshelves']",nr3d,True,True,False,False,False,False,False
19667,33966,scene0389_00-bag-2-23-22,"The white bag on the ground, next to the green bag. NOT the green bag",True,67,118,scene0389_00,bag,23,"['the', 'white', 'bag', 'on', 'the', 'ground', 'next', 'to', 'the', 'green', 'bag', 'not', 'the', 'green', 'bag']",nr3d,True,True,True,True,False,True,False
19745,17157,scene0378_00-bookshelf-2-38-37,The bookshelf near the black file cabinet.,True,354,132,scene0378_00,bookshelf,38,"['the', 'bookshelf', 'near', 'the', 'black', 'file', 'cabinet']",nr3d,True,True,True,True,False,True,False
19763,26447,scene0222_00-trash_can-3-16-17-34,It is a blue wastebasket sitting next to the bed.,True,423,190,scene0222_00,trash can,16,"['it', 'is', 'a', 'blue', 'wastebasket', 'sitting', 'next', 'to', 'the', 'bed']",nr3d,False,True,False,True,False,False,False
19780,12157,scene0222_00-bed-2-5-0,The bed across from the door.,True,501,670,scene0222_00,bed,5,"['the', 'bed', 'across', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,True
19875,9191,scene0222_00-bed-2-0-5,the bed farthest from the door.,True,94,670,scene0222_00,bed,0,"['the', 'bed', 'farthest', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,False
19970,31514,scene0389_00-nightstand-2-20-19,"If you are standing at the foot of the bed, facing the headboard, you want the nightstand on the left.",True,700,132,scene0389_00,nightstand,20,"['if', 'you', 'are', 'standing', 'at', 'the', 'foot', 'of', 'the', 'bed', 'facing', 'the', 'headboard', 'you', 'want', 'the', 'nightstand', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
20025,3947,scene0435_00-picture-2-28-57,the picture in the bathroom,True,534,132,scene0435_00,picture,28,"['the', 'picture', 'in', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
20041,32153,scene0030_00-bookshelf-5-68-17-18-19-20,The small bookshelf between two taller ones,True,596,132,scene0030_00,bookshelf,68,"['the', 'small', 'bookshelf', 'between', 'two', 'taller', 'ones']",nr3d,True,True,True,False,True,False,False
20136,24991,scene0389_00-bag-2-23-22,white bag closer to window,True,534,27,scene0389_00,bag,23,"['white', 'bag', 'closer', 'to', 'window']",nr3d,True,True,False,True,False,True,False
20175,11424,scene0086_00-toilet-2-7-6,Choose the toilet in the small stall.,True,356,665,scene0086_00,toilet,7,"['choose', 'the', 'toilet', 'in', 'the', 'small', 'stall']",nr3d,True,True,False,False,True,True,False
20221,39986,scene0378_00-bookshelf-2-37-38,"When facing the door, the gray bookshelf to the right",True,315,203,scene0378_00,bookshelf,37,"['when', 'facing', 'the', 'door', 'the', 'grey', 'bookshelf', 'to', 'the', 'right']",nr3d,True,True,True,True,False,True,True
20256,5437,scene0030_00-window-3-26-27-58,"There are three windows on the wall, choose the large window on the left.",True,513,351,scene0030_00,window,26,"['there', 'are', 'three', 'windows', 'on', 'the', 'wall', 'choose', 'the', 'large', 'window', 'on', 'the', 'left']",nr3d,True,True,True,False,True,False,True
20358,16360,scene0378_00-desk-3-35-0-44,The desk in front of the window.,True,329,471,scene0378_00,desk,35,"['the', 'desk', 'in', 'front', 'of', 'the', 'window']",nr3d,True,True,True,False,False,False,True
20401,15215,scene0222_00-trash_can-3-16-17-34,The blue trash can close to the bed.,True,373,468,scene0222_00,trash can,16,"['the', 'blue', 'trash', 'can', 'close', 'to', 'the', 'bed']",nr3d,True,True,False,True,False,False,False
20463,4296,scene0435_00-lamp-2-50-38,"The lamp that is at the end of the room between the brown curtains, with a black mini fridge on the left and a brown chair on the right.",True,649,94,scene0435_00,lamp,50,"['the', 'lamp', 'that', 'is', 'at', 'the', 'end', 'of', 'the', 'room', 'between', 'the', 'brown', 'curtains', 'with', 'a', 'black', 'mini', 'fridge', 'on', 'the', 'left', 'and', 'a', 'brown', 'chair', 'on', 'the', 'right']",nr3d,True,True,True,True,False,True,True
20471,29957,scene0378_00-desk-3-35-0-44,The desk in front of the windows.,True,375,534,scene0378_00,desk,35,"['the', 'desk', 'in', 'front', 'of', 'the', 'windows']",nr3d,True,True,True,False,False,False,True
20505,39598,scene0435_00-lamp-2-50-38,standing lamp by the window,True,668,400,scene0435_00,lamp,50,"['standing', 'lamp', 'by', 'the', 'window']",nr3d,True,True,True,False,False,True,False
20517,16644,scene0222_00-door-2-3-24,The open closet door at the foot of the bed,True,717,564,scene0222_00,door,3,"['the', 'open', 'closet', 'door', 'at', 'the', 'foot', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True,False
20668,25658,scene0086_00-sink-2-20-19,The sink next to the plant and towel dispenser.,True,322,596,scene0086_00,sink,20,"['the', 'sink', 'next', 'to', 'the', 'plant', 'and', 'towel', 'dispenser']",nr3d,True,True,False,False,False,True,False
